address,name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
"1, Devappa Building, Murugeshpalya, Old Airport Road, Bangalore",Hotel Salala,No,No,3.8,73,Old Airport Road,Quick Bites,"North Indian, South Indian, Chinese, Biryani",400,Delivery,Old Airport Road
"115,18th Main Road, Indiranagar, Bangalore",iSpice Resto Cafe,Yes,No,3.7,32,Indiranagar,Quick Bites,"North Indian, Chinese, Fast Food",500,Delivery,Old Airport Road
"3037, 8th Main, HAL 2nd Stage, Off 80 Feet Road, Indiranagar, Bangalore",Saka Eatery Outlet,Yes,No,3.7,42,Indiranagar,Quick Bites,Street Food,150,Delivery,Old Airport Road
"K R Garden, Murugeshpalya, Old Airport Road, Bangalore",CakeBerries,No,No,3.7,15,Old Airport Road,Bakery,"Bakery, Desserts",200,Delivery,Old Airport Road
"1099, 12th Main, 5th Cross, HAL 2nd Stage, Indiranagar, Bangalore",Troll,Yes,No,3.8,103,Indiranagar,Dessert Parlor,"Desserts, Ice Cream",300,Delivery,Old Airport Road
"484, 4th floor, CMH Road, 1st Stage, Indiranagar, Bangalore",New Leaf Restaurant,Yes,Yes,3.7,59,Indiranagar,Casual Dining,Chinese,1200,Delivery,Old Airport Road
"15, Srinivagilu Main Road, 1st Cross Road, ST Bed Layout, Koramangala 1st Block, Bangalore",Chefie,Yes,No,3.8,37,Koramangala 1st Block,Quick Bites,"Continental, Fast Food, Italian, North Indian",200,Delivery,Old Airport Road
"5th Cross Road, Sidharata Colony, Koramangala 2nd Block, Behind TVS Showroom, Near Ambedkar Statue, Koramangala 2nd Block, Bangalore",The Kitchen Bandit,Yes,No,3.2,44,Koramangala 2nd Block,Delivery,"Chinese, North Indian, Fast Food",350,Delivery,Old Airport Road
"421, Krishna Temple Road, Off 100 Feet Road, Indiranagar, Bangalore",Viceroy's Sarathi,Yes,No,3.8,139,Indiranagar,"Casual Dining, Bar","North Indian, Chinese, Mughlai",750,Delivery,Old Airport Road
"Shop 706 A/4, 5Th Cross 80 Feet Road, Kodihalli Near Masjid, Old Airport Road, Bangalore",Chef Fast Food,Yes,No,3.2,27,Old Airport Road,Quick Bites,"Fast Food, North Indian, South Indian",300,Delivery,Old Airport Road
"7th Cross, Malleshpalya, New Thippasandra, Maruthi Nagar, Malleshpalya, Kaggadasapura, Bangalore",New Tandoor Fusion,Yes,No,3.1,4,Kaggadasapura,Quick Bites,"North Indian, Chinese",350,Delivery,Old Airport Road
"1, ATR Complex, Murgeshpalya, Old Airport Road, Bangalore",Book My Cakes,Yes,No,3.3,4,Old Airport Road,Bakery,Bakery,300,Delivery,Old Airport Road
"Food Court, Bagmane Tech Park, CV Raman Nagar, Bangalore",Punjab Bistro,Yes,No,3.7,16,CV Raman Nagar,Food Court,North Indian,300,Delivery,Old Airport Road
"126, KGA Road, Kodihalli, Old Airport Road, Bangalore",Amar Kolkata,Yes,No,3.2,6,Old Airport Road,Quick Bites,"Bengali, North Indian, Chinese",300,Delivery,Old Airport Road
"647, 100 feet road, Indiranagar, Bangalore",The Brekkie Shop,Yes,No,3.8,61,Indiranagar,Delivery,"Healthy Food, Sandwich",300,Delivery,Old Airport Road
"Main Road, Vignan Road, Kaggadasapura, Bangalore",Venad Kitchen,Yes,No,3.8,93,Kaggadasapura,"Takeaway, Delivery",Kerala,300,Delivery,Old Airport Road
"36, 80 Feet Road, Indiranagar, Bangalore",Lazy Suzy,Yes,Yes,4.3,1258,Indiranagar,"Cafe, Bakery","Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European",1000,Delivery,Old Airport Road
"32, 18th Main, Off 100 Feet Road, Indiranagar, Bangalore",Little Orissa Restaurant,Yes,No,3.9,350,Indiranagar,Casual Dining,"Oriya, North Indian, Bengali, Chinese",450,Delivery,Old Airport Road
"25/1, 21 St Cross, Oppsite Sri Rama Temple, Ejipura, Bangalore",VRS Food Zone,Yes,No,3.3,5,Ejipura,Quick Bites,"Chinese, Fast Food",100,Delivery,Old Airport Road
"235/A, 5th A Cross Road, HAL 3rd Stage, New Tippasandra, Bengaluru",Bangalore Durbar Fast Food,Yes,No,3.6,21,Thippasandra,"Takeaway, Delivery","North Indian, South Indian, Chinese, Kerala",600,Delivery,Old Airport Road
"1/2, Anjaneya Complex, Old Airport Road, Bangalore",Ramji Chaiwale,Yes,No,3.9,124,Old Airport Road,Quick Bites,"Beverages, Fast Food",250,Delivery,Old Airport Road
"Inside Bagamane Tech Park, CV Raman Nagar, Bangalore",Waah Chef,No,No,3.3,4,CV Raman Nagar,Food Court,Hyderabadi,300,Delivery,Old Airport Road
"314/1, 3rd Main, 7th Cross, Domlur Layout, Domlur",Nature's Restaurant,No,No,3.3,4,Domlur,Quick Bites,"Chinese, Mangalorean, North Indian",300,Delivery,Old Airport Road
"14, Basement Floor, SNS Arcade, Near Rajeshwari Theatre, Old Airport Road, Bangalore",Chatora Singh,Yes,No,3.9,44,Old Airport Road,Quick Bites,"North Indian, Fast Food",200,Delivery,Old Airport Road
"343, Ejipura Main Road, Viveknagar, Ejipura Area, Ejipura, Bangalore",Chung Shan Chinese Restaurant,No,No,3.7,32,Ejipura,Quick Bites,"Chinese, Momos",500,Delivery,Old Airport Road
"373, 100 Feet Road, Indiranagar, Bangalore",Paratha Plaza,Yes,No,3.7,156,Indiranagar,Quick Bites,North Indian,300,Delivery,Old Airport Road
"594, 6th Cross, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",Bun Maska Chai,Yes,No,3.9,122,Jeevan Bhima Nagar,Quick Bites,"Street Food, Fast Food",250,Delivery,Old Airport Road
"10th Main, Jeevan Bhima Nagar, Bangalore",Sweet Chariot,Yes,No,3.5,25,Jeevan Bhima Nagar,Dessert Parlor,"Bakery, Fast Food",500,Delivery,Old Airport Road
"Number 706, A/4 5th Cross, Kodihalli, Near Masjid, Old Airport Road, Bangalore",Fresh Bowl,No,No,3.3,4,Old Airport Road,Quick Bites,"Chinese, North Indian, Fast Food",400,Delivery,Old Airport Road
"327, S.K.Towers, 3rd Cross, Kodihalli Main Road, Old Airport Road, Bangalore",Mummy's Kitchen,Yes,No,3.7,16,Old Airport Road,Quick Bites,"North Indian, Biryani, Chinese",300,Delivery,Old Airport Road
"18th Main, HAL 2nd stage, Off 100 Feet Road, Indiranagar, Bangalore",Hotel Hyperdine,Yes,No,2.5,66,Indiranagar,Quick Bites,"North Indian, Chinese, Arabian",350,Delivery,Old Airport Road
"210, 1st Main A Cross, ESI Hospital Road, Near Domlur Club, Indiranagar, Bangalore",Bhagini Icon Boutique Hotel,Yes,No,3.1,6,Indiranagar,Casual Dining,"South Indian, North Indian, Continental",600,Delivery,Old Airport Road
"Above Royal Enfield Showroom, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Hungry Walker,Yes,No,4.0,43,Indiranagar,nan,"Indonesian, Thai, Vietnamese, Asian, Chinese, Continental, Malaysian",400,Delivery,Old Airport Road
"103/99, Opposite Govt School, Kodihalli Main Road, Near Indiranagar, Bangalore",Loyal Food,Yes,No,3.2,17,Indiranagar,Quick Bites,Continental,500,Delivery,Old Airport Road
"Pearl Suites, Site 29, SR Layout Main Road, Behind Ruby Nest Apartment, Murugeshpalya, Old Airport Road, Bangalore",Oyster Bay,No,No,3.2,5,Old Airport Road,Casual Dining,North Indian,550,Delivery,Old Airport Road
"Royal Orchid Hotel, 1, Golf Arcade, HAL, Old Airport Road, Bangalore",Ginseng - Royal Orchid Hotel,No,Yes,3.9,172,Old Airport Road,Fine Dining,"Chinese, Thai, Asian",1900,Delivery,Old Airport Road
"Escape Food Mall, Bagmane Tech Park, C V Raman Nagar, Bengaluru",Tuffreys,Yes,No,3.6,25,CV Raman Nagar,Dessert Parlor,"Desserts, Ice Cream",250,Delivery,Old Airport Road
"314, 6th Main, Defence Colony, 2nd stage, Indiranagar, Bangalore",Eddy's Cafe,Yes,No,4.1,142,Indiranagar,Cafe,"Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts",750,Delivery,Old Airport Road
"Oriental Bank of Commerce, Konena Agrahara, Old Airport Road, Bangalore",New Royal Paris Restaurant,No,No,3.4,14,Old Airport Road,Quick Bites,"Chinese, Kerala, North Indian",300,Delivery,Old Airport Road
"42/2, 20th C Cross, Buchappa Layour, Ejipura, Bangalore",McLeans Italian Pizzeria,Yes,No,3.4,30,Ejipura,Delivery,"American, Pizza",500,Delivery,Old Airport Road
"The Senate, G-Block, Diamond District Kodihalli, Old Airport Road, Bangalore",Java,No,No,3.7,39,Old Airport Road,Casual Dining,"North Indian, Chinese",700,Delivery,Old Airport Road
"8, BDA Main Road, NR Colony, HAL Post, Old Airport Road, Bangalore",Simhapuri Mess,No,No,3.8,39,Old Airport Road,Mess,North Indian,300,Delivery,Old Airport Road
"1, 1st Cross, Saraswati Puram, New Extention, Ulsoor, Bangalore",DilliBite,Yes,No,3.5,33,Ulsoor,Quick Bites,"North Indian, Chinese",600,Delivery,Old Airport Road
"42/2, 20th C Cross, Rama Temple Road, Behind NGV Club, Koramangala 6th Block, Bangalore",Friends Night Kitchen,Yes,No,3.8,110,Koramangala 6th Block,"Takeaway, Delivery","Italian, Pizza",400,Delivery,Old Airport Road
"845/B, Ground Floor, Near BDA Complex, Indiranagar, Bangalore",Kumbakonam Degree Coffee,No,No,3.8,67,Indiranagar,Quick Bites,"South Indian, Fast Food",200,Delivery,Old Airport Road
"26, Wind Tunnel Road, Nal Road, Murugeshpalya, Old Airport Road, Bangalore",Momo Corner,No,No,3.8,22,Old Airport Road,Kiosk,"Fast Food, Momos",150,Delivery,Old Airport Road
"Kodihalli Main Road, Opposite Indian Oil Petrol Bunk, Old Airport Road, Bangalore",Nandini Andhra Style Mess,No,No,3.4,28,Old Airport Road,Quick Bites,"North Indian, Chinese, South Indian",350,Delivery,Old Airport Road
"Next to ATR Complex, 2nd Cross, Murugeshpalya, Near Total Mall, Old Airport Road, Bangalore",Palki Restaurant,No,No,2.8,93,Old Airport Road,Casual Dining,"North Indian, Chinese, Biryani, Mangalorean",500,Delivery,Old Airport Road
"3, Near HDFC Bank, CMH Road, Indiranagar, Bangalore",Raaga,Yes,Yes,3.8,300,Indiranagar,Casual Dining,"North Indian, Chinese, Continental",1200,Delivery,Old Airport Road
"442, Indiranagar Club, Off Double Road9th Main, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Suvaai Restaurant,Yes,No,3.3,11,Indiranagar,Quick Bites,South Indian,100,Delivery,Old Airport Road
"152/2, Behind Syndicate Bank, 4th Cross, Konena Agrahara, Old Airport Road, Bangalore",Shree Durga,No,No,3.2,7,Old Airport Road,Quick Bites,"North Indian, Chinese, Seafood",500,Delivery,Old Airport Road
"Shop 1, ATR Complex, Old Airport Road, Bangalore",24 Hours Cake Delivery,No,No,3.3,4,Old Airport Road,Delivery,Bakery,700,Delivery,Old Airport Road
"NAL Wind Tunnel Road, Dada Mastan Layout, Murgeshpalya, Old Airport Road, Bangalore, Bengaluru",Nandanavanam,No,No,3.3,6,Old Airport Road,Quick Bites,South Indian,300,Delivery,Old Airport Road
"13, Ground Floor, Anjaneya Techno Park, HAL 2nd Stage, Old Airport Road, Bangalore",Juicemaker,No,No,3.4,32,Old Airport Road,"Takeaway, Delivery","Beverages, Fast Food",400,Delivery,Old Airport Road
"11, 10th Main, HAL 3rd stage, Jeevan Bhima Nagar, Bangalore",Samosa Party,Yes,No,4.1,374,Jeevan Bhima Nagar,Quick Bites,"Street Food, Fast Food",150,Delivery,Old Airport Road
"949, 3rd Floor, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",BabaYaga's,No,Yes,4.0,242,Indiranagar,"Bar, Casual Dining","American, Finger Food",1500,Delivery,Old Airport Road
"93, 1st Floor, Opoosite Venkateshwara Temple, Domlur, Bengaluru",Ghar Ka Bhojan,No,No,3.3,7,Domlur,Delivery,"North Indian, Healthy Food",200,Delivery,Old Airport Road
"The Collonnade, The Leela Palace, Old Airport Road, Bangalore",L'inoui - The Leela Palace,No,No,3.5,9,Old Airport Road,Dessert Parlor,Desserts,400,Delivery,Old Airport Road
"157/A, Behind EGL Tech Park, Murugeshpalya, Old Airport Road, Bangalore",Hello Resto-Pub,Yes,Yes,4.1,348,Old Airport Road,"Casual Dining, Pub",Continental,900,Delivery,Old Airport Road
"1 & 2, Anjaneya Complex, Kodihalli, Old Airport Road, Bangalore",Mac Fast Food,No,No,2.7,50,Old Airport Road,Quick Bites,"Fast Food, Chinese",400,Delivery,Old Airport Road
"109, Maruthi Apartments, Murgeshpalya, Old Airport Road, Bangalore",Bake a Smile,No,No,3.4,9,Old Airport Road,"Takeaway, Delivery","Bakery, Desserts",400,Delivery,Old Airport Road
"238, Opposite EGL, 100 Feet Road, Inner Ring Road, Domlur, Bangalore",SLV Andhra Mess,Yes,No,3.5,6,Domlur,Quick Bites,"Chinese, North Indian",200,Delivery,Old Airport Road
"710, 3rd Floor, Above New Bata Showroom, 80 Feet Road, Indiranagar, Bangalore",NH8,Yes,Yes,4.1,2099,Indiranagar,Casual Dining,Rajasthani,800,Delivery,Old Airport Road
"#3047, 80 ft. Road, Indiranagar",Chungs Pavilion,Yes,No,3.9,249,Indiranagar,Casual Dining,Chinese,700,Delivery,Old Airport Road
"Lakshmi Complex, Wind Tunnel Road, Hal Road, Opposite Airforce Camp,Murugeshpalya, Old Airport Road, Bangalore",Venus Bake Point,Yes,No,3.5,6,Old Airport Road,Bakery,Bakery,500,Delivery,Old Airport Road
"788, JK Plaza, 12th Main, 2nd Stage, Indiranagar, Bangalore",House Of Seitan,Yes,No,4.0,38,Indiranagar,Cafe,"Healthy Food, Burger, Beverages, Cafe, Sandwich, Salad",700,Delivery,Old Airport Road
"1210, Park Avenue Building, 100 Feet Road, Indiranagar, Bangalore",Raenss Cafe,Yes,No,2.4,128,Indiranagar,Cafe,"Cafe, Fast Food",600,Delivery,Old Airport Road
Delivery Only,Momscurry,Yes,No,2.7,19,East Bangalore,Delivery,North Indian,300,Delivery,Old Airport Road
"2045, 5th A Cross Road, HAL 3rd Stage, Thippasandra, Bangalore",FTB Restaurant,Yes,No,3.6,19,Thippasandra,"Takeaway, Delivery","North Indian, Bengali, Chinese, Seafood",500,Delivery,Old Airport Road
"618, 2nd Main Road, Binnamangala, Hoysala Nagar, Indiranagar, Bangalore",The Teal Door Cafe,Yes,No,4.2,1920,Indiranagar,Cafe,"Cafe, Continental",800,Delivery,Old Airport Road
"3480, 14th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Grow Fit,Yes,No,3.9,113,Indiranagar,Delivery,"Healthy Food, North Indian, Thai",500,Delivery,Old Airport Road
"158/2&3, 1st Floor, Near HDFC Bank & Three Leaf, Namjoshi Road, Vignan Nagar, Marathahalli, Bangalore",Jiyan Swadista,Yes,No,3.4,10,Marathahalli,Quick Bites,"Chinese, Kebab, North Indian",300,Delivery,Old Airport Road
"864, Ground floor, 14th Cross, Indiranagar, Bangalore",Homemade Food,Yes,No,3.8,24,Indiranagar,Takeaway,South Indian,200,Delivery,Old Airport Road
"949, 3rd Floor, 12th Main, Off 100 Feet Road, Indiranagar, Bangalore",The Humming Tree,No,No,4.0,2432,Indiranagar,Lounge,"Fast Food, European",2000,Delivery,Old Airport Road
"Near Ayyapa Temple, Hal 2nd Stage, Old Airport Road, Bangalore",Ambur Biriyani,No,No,3.2,4,Old Airport Road,Quick Bites,Biryani,200,Delivery,Old Airport Road
"3rd Cross, 9th Main, HAL 2nd Stage, Off Double Road, Indiranagar, Bangalore",Dine @ 9 Paratha Corner,No,No,3.6,33,Indiranagar,Quick Bites,"North Indian, Chinese",300,Delivery,Old Airport Road
"Plot 96, Above Knight Riders, Amarjyothi Layout, Intermediate Ring Road Domlur, Bangalore",Paisa Vasool,Yes,No,3.3,8,Domlur,Quick Bites,North Indian,400,Delivery,Old Airport Road
"1189/D, 13th Main, HAL 2nd Stage, Indiranagar, Bangalore",Cup Shup,No,No,2.8,185,Indiranagar,Cafe,"Cafe, Continental, Fast Food",500,Delivery,Old Airport Road
"2209, 80 Feet Road, Near BSNL Office, 2nd stage, Indiranagar, Bangalore",Achayyan's,Yes,No,3.8,410,Indiranagar,Quick Bites,"Kerala, South Indian",350,Delivery,Old Airport Road
"682/2, 17th E Cross Rd, Eshwara Layout, Indiranagar, Bangalore",Kadai Crust - Amma Veetu Samayal,No,No,3.8,263,Indiranagar,"Takeaway, Delivery","Chettinad, South Indian, Biryani",700,Delivery,Old Airport Road
"2286/B, 1st Cross, 14th A Main, HAL 2nd Stage, Off 100 Feet Road, Indiranagar, Bangalore",The Ants Cafe & Store,Yes,Yes,3.9,1387,Indiranagar,Cafe,"Cafe, Italian, Fast Food",800,Delivery,Old Airport Road
"100 Feet Road, Indiranagar, Bangalore",Gundappa Donne Biryani,No,No,2.6,91,Indiranagar,Quick Bites,Biryani,300,Delivery,Old Airport Road
"789, Near Sony Centre, 12th A Main, HAL 2nd Stage, Off 100 Feet Road, Indiranagar, Bangalore",Namdhari's Salad Bar,No,No,3.9,82,Indiranagar,Quick Bites,"Salad, Fast Food",400,Delivery,Old Airport Road
"5, 1st Main Road, Stage 2, Domlur, Indiranagar, Bangalore",The Rolling Pin,No,No,4.1,76,Indiranagar,"Bakery, Dessert Parlor","Bakery, Desserts",400,Delivery,Old Airport Road
"479, 1st Floor, 2nd Main, 2nd stage, Behind BDA Complex, Indiranagar, Bangalore",AhimsaAmrit Green Cafe,No,Yes,3.7,19,Indiranagar,Casual Dining,"Healthy Food, Salad, Continental",800,Delivery,Old Airport Road
"Shop.3, AMMA BUILDING, BEHIND NERALUR BUS STOP",Chai Cafe,No,No,3.9,49,Indiranagar,Cafe,Cafe,200,Delivery,Old Airport Road
"Indiranagar, Bangalore",La Madeleine Patisserie,No,No,3.9,71,Indiranagar,"Takeaway, Delivery",Bakery,200,Delivery,Old Airport Road
"003, Vaswani Golf Vista, Tulip, Challaghatta",Rudra Tiffin Service,No,No,3.3,4,Domlur,"Takeaway, Delivery",North Indian,250,Delivery,Old Airport Road
Delivery Only,Jiyo Natural,No,No,3.6,15,South Bangalore,Delivery,"Healthy Food, North Indian",300,Delivery,Old Airport Road
"51, 1st A Cross Road, Stage 2, Domlur, Bangalore",KrumbKraft,No,No,3.5,6,Domlur,Bakery,"Bakery, European",300,Delivery,Old Airport Road
"Number 188/1, 6th Main Road, Next to Church, Defence Colony, Indiranagar, Bangalore",Melting Spot,No,No,4.0,134,Indiranagar,"Cafe, Dessert Parlor","Cafe, Desserts, Beverages, Italian",600,Delivery,Old Airport Road
"9, 17th B Main, 1st Cross, HAL 2nd Stage, Off 100 Feet Road, Indiranagar, Bangalore",Neffy's - Cakes & More,No,No,3.5,24,Indiranagar,Bakery,Bakery,300,Delivery,Old Airport Road
"001 Mac Arcade,vaswani Layout, Challaghata,bangalore.560037, Domlur, Bangalore",Yum Tum,No,No,3.4,7,Domlur,Quick Bites,"Salad, Greek, Mediterranean",250,Delivery,Old Airport Road
"Hilton Bangalore Embassy GolfLinks, Embassy Golf Links Business Park, Inner Ring Road, Domlur, Bangalore",Fudgy Love Designer Cakes,No,No,3.7,20,Domlur,"Bakery, Dessert Parlor","Bakery, Desserts",600,Delivery,Old Airport Road
"6th Floor, Maruti Infotech Center, A Block, Inner Ring Road, Domlur, Bangalore",Cafe Velvette,No,No,3.4,11,Domlur,"Cafe, Dessert Parlor","Cafe, American, Italian, Continental",400,Delivery,Old Airport Road
"Near Komfort Mall, Domlur, Bangalore",Celeste's Kitchen,No,No,3.3,5,Domlur,Delivery,"Chinese, Fast Food, North Indian",400,Delivery,Old Airport Road
"2nd Stage, Double Road, Indiranagar, Bangalore",Taantraa - Organic Handbaking,No,No,3.7,28,Indiranagar,Delivery,"Bakery, Desserts",350,Delivery,Old Airport Road
"3, Lazer Tag Castle, 80 Feet Road, Indiranagar, Bangalore",Cross Roads Cafe,No,No,3.0,59,Indiranagar,Cafe,"Cafe, Italian, Tex-Mex, Fast Food, Burger",500,Delivery,Old Airport Road
"15/1 Ground Floor, Shesha Shyla, Syndicate Bank Road, Vinayakanagar, Old Airport Road, Bangalore",Smoodies,Yes,No,3.7,22,Old Airport Road,Beverage Shop,Juices,300,Delivery,Old Airport Road
"22, 4th Main KR Garden Murugeshpalya Old Airport Road, Bangalore",Cinnamon's Kitchen,Yes,No,3.7,25,Old Airport Road,Quick Bites,"North Indian, South Indian, Fast Food",300,Delivery,Old Airport Road
"237, Ground Floor, 1st D Cross, 18th Main, HAL 2nd Stage, Indiranagar, Bangalore",Mayo N Burger,Yes,No,3.2,4,Indiranagar,Quick Bites,American,250,Delivery,Old Airport Road
"65/1, 4th Main, 6th Cross, G M Playa, New Thippsandra Post",Mukati Kitchen,Yes,No,3.7,133,Thippasandra,Quick Bites,"North Indian, Continental, Chinese, Italian",500,Delivery,Old Airport Road
"266, 1st Main Road, 1st Stage, Domlur, Bangalore",Soup Station,Yes,No,3.9,112,Domlur,Delivery,"Healthy Food, Sandwich, Salad",150,Delivery,Old Airport Road
"1692, 4th A Cross, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",The Parotta Master,Yes,No,2.9,43,Jeevan Bhima Nagar,Delivery,South Indian,400,Delivery,Old Airport Road
"842/A, 100 Feet Road, Indiranagar, Bangalore",Byblos,Yes,Yes,4.2,1352,Indiranagar,Casual Dining,"Lebanese, Arabian, Middle Eastern, Salad, Beverages",1700,Delivery,Old Airport Road
"3, KGR Land Mark, Viganan Nagar Main Road, Kaggadasapura, Bangalore",Cream Factory,Yes,No,3.9,54,Kaggadasapura,Dessert Parlor,Desserts,400,Delivery,Old Airport Road
"2213, 5th, E Cross, 17th A, Main Kodihalli HAL, 2nd Stage, Indiranagar, Bangalore",Picante,Yes,No,3.6,23,Indiranagar,Delivery,"Sandwich, Fast Food",400,Delivery,Old Airport Road
"3, 80 Feet Road, Indiranagar, Bangalore",Lono,No,Yes,4.2,241,Indiranagar,"Lounge, Casual Dining","Continental, Modern Indian",1500,Delivery,Old Airport Road
"280, Amarjyothi Layout, Opposite DELL, Inner Ring Road, Domlur, Bangalore",Loveshack,No,Yes,4.0,1806,Domlur,"Lounge, Cafe","Continental, Pizza, North Indian, Goan, Cafe",1600,Delivery,Old Airport Road
"46, 9th Main, HAL 3rd Stage, 80 Feet Road, Indiranagar, Bangalore",The French Loaf,Yes,No,3.5,137,Indiranagar,"Bakery, Quick Bites","Bakery, Desserts, Sandwich",400,Delivery,Old Airport Road
"483, Hal, 3rd Stage, Jeevan Bhima Nagar, Bangalore",Cafe Idly,Yes,No,2.9,35,Jeevan Bhima Nagar,Quick Bites,"South Indian, Fast Food",200,Delivery,Old Airport Road
"256, 2nd Floor, Defense Colony, Above Girias Showroom, 100 Feet Road, Indiranagar, Bangalore",Bottle & Glass,No,Yes,4.0,984,Indiranagar,"Bar, Casual Dining","Continental, Chinese, Italian",1400,Delivery,Old Airport Road
"3169-B, 12th Main, HAL 2nd Stage, Double Road, Indiranagar, Bangalore",Tandoori Taal,Yes,Yes,4.3,1799,Indiranagar,Casual Dining,"Biryani, North Indian",900,Delivery,Old Airport Road
"96, Intermediate Ring Road, Amarjyothi Layout, Domlur, Bangalore",Knight Riders,No,No,2.4,25,Domlur,Bar,"Chinese, European",1000,Delivery,Old Airport Road
"1st Floor Ardent Office One Survey 5, Hoodi Circle, Mahadevapura Post, ITPL Main Road, Whitefield, Bangalore",TFC - Tony's Food Corner,Yes,No,3.1,23,"ITPL Main Road, Whitefield",Quick Bites,"North Indian, Chinese",400,Delivery,Old Airport Road
